"","date","gpp","temp","prec","ppdf","vpd"
"1",2014-01-01,0.82490291875,2.1036875,2.01388888888889e-06,1.72188325e-05,57.23125
"2",2014-01-02,-0.00474385208333333,2.74641666666667,2.75462962962963e-06,1.5844e-06,55.5083333333333
"3",2014-01-03,0.000118209979166667,3.283,2.00925925925926e-05,7.281525e-07,26.75625
"4",2014-01-04,-0.00290901754166667,4.07075,4.0625e-05,2.72323e-06,1.19583333333333
"5",2014-01-05,0.277556467291667,1.96772916666667,4.39814814814815e-07,8.51904e-06,0.989583333333333
"6",2014-01-06,0.260261347916667,2.62604166666667,2.94444444444444e-05,4.2962825e-06,1.06041666666667
"7",2014-01-07,-0.00461454970833333,5.2665625,1.59722222222222e-06,3.2617475e-06,1.41458333333333
"8",2014-01-08,0.2251117106875,5.54458333333333,2.77777777777778e-06,1.08761325e-05,16.4645833333333
"9",2014-01-09,0.201431973617021,4.20158333333333,3.55092592592593e-05,4.9519725e-06,46.725
"10",2014-01-10,-0.551889897916667,-2.6069375,9.72453703703704e-05,8.631665e-06,9.08125
"11",2014-01-11,-1.22644777777778,-5.86875,2.50694444444444e-05,1.83150775e-05,19.8458333333333
"12",2014-01-12,-1.42698870454545,-9.48429166666667,2.32407407407407e-05,1.77163375e-05,32.4520833333333
"13",2014-01-13,-1.67943205128205,-9.59295833333333,8.49537037037037e-06,3.7664605e-05,30.3958333333333
"14",2014-01-14,-1.85372263157895,-8.05891666666667,2.91666666666667e-06,1.87719525e-05,30.24375
"15",2014-01-15,-1.81228818181818,-7.94054166666667,5.11574074074074e-06,3.347793e-05,31.9208333333333
"16",2014-01-16,-1.36624285714286,-7.628875,3.93518518518518e-07,3.74777325e-05,32.3958333333333
"17",2014-01-17,-1.62287333333333,-9.247,3.58796296296296e-06,3.38750925e-05,31.9645833333333
"18",2014-01-18,0.389871823529412,-6.67927083333333,4.72222222222222e-06,3.800724e-05,25.9145833333333
"19",2014-01-19,0.444892854166667,-5.33510416666667,3.54166666666667e-06,2.66109925e-05,32.6020833333333
"20",2014-01-20,0.388866208333333,-4.77147916666667,1.99074074074074e-06,1.42804675e-05,56.26875
"21",2014-01-21,0.270001354166667,-5.25120833333333,1.8287037037037e-06,1.7285515e-05,62.3083333333333
"22",2014-01-22,0.103271189361702,-7.04620833333333,2.01388888888889e-06,6.413794e-05,57.4708333333333
"23",2014-01-23,-0.0275324229166667,-8.48258333333333,1.75925925925926e-06,5.38866e-05,33.6833333333333
"24",2014-01-24,0.071034965,-6.72095833333333,1.55092592592593e-06,1.89061675e-05,62.91875
"25",2014-01-25,0.132066695729167,-5.4220625,7.87037037037037e-07,2.4702785e-05,93.675
"26",2014-01-26,0.0920174129166667,-4.93079166666667,1.06481481481481e-06,4.75316175e-05,102.089583333333
"27",2014-01-27,-0.004763249375,-3.33039583333333,4.51388888888889e-06,4.78313275e-05,101.091666666667
"28",2014-01-28,0.047897097625,-2.26185416666667,3.61111111111111e-06,3.688439e-05,93.0208333333333
"29",2014-01-29,0.130927673125,-4.6624375,4.49074074074074e-06,3.571292e-05,96.3083333333333
"30",2014-01-30,0.134589173208333,-3.97760416666667,2.92824074074074e-05,9.2679325e-06,65.1604166666667
"31",2014-01-31,0.19503984375,-4.82945833333333,6.2662037037037e-05,1.44273475e-05,33.1458333333333
"32",2014-02-01,0.183970633333333,-1.4778125,9.16666666666667e-06,6.22268e-06,5.85208333333333
"33",2014-02-02,0.361514710416667,0.761645833333333,7.93981481481482e-06,1.50762375e-05,0.883333333333333
"34",2014-02-03,0.572828264583333,1.38777083333333,1.06481481481481e-06,1.91490975e-05,0.977083333333333
"35",2014-02-04,0.43532789375,0.2586875,1.50462962962963e-06,1.377493e-05,7.87291666666667
"36",2014-02-05,0.00795047145833333,-0.51425,3.7037037037037e-06,1.15355625e-05,41.9166666666667
"37",2014-02-06,0.0965727333333333,-0.413625,2.75462962962963e-06,1.18790475e-05,28.3875
"38",2014-02-07,0.5007054786875,1.10089583333333,6.64814814814815e-05,2.530076e-05,13.3604166666667
"39",2014-02-08,0.341415165833333,1.77227083333333,1.85416666666667e-05,2.39584825e-05,11.2791666666667
"40",2014-02-09,0.0314383820833333,1.99229166666667,4.59953703703704e-05,1.23637175e-05,3.8875
"41",2014-02-10,0.491709245,2.05635416666667,1.65277777777778e-05,2.500275e-05,1.30625
"42",2014-02-11,0.449787052307692,0.942895833333333,6.06481481481481e-06,8.02834775e-05,7.2
"43",2014-02-12,0.4031530875,0.295625,4.86111111111111e-06,1.81381075e-05,0.84375
"44",2014-02-13,0.852589955208333,0.4020625,2.88425925925926e-05,1.74423825e-05,0.879166666666667
"45",2014-02-14,0.71882208125,0.8735625,4.39814814814815e-07,1.9368355e-05,0.902083333333333
"46",2014-02-15,0.838663553191489,1.18035416666667,3.60416666666667e-05,1.226652e-05,21.56875
"47",2014-02-16,1.252582125,3.15058333333333,1.39583333333333e-05,3.37025425e-05,25.2229166666667
"48",2014-02-17,0.677765657142857,2.89595833333333,1.13425925925926e-06,0.0001553752825,110.941666666667
"49",2014-02-18,1.32149870588235,-0.087625,0,0.000163064935,184.316666666667
"50",2014-02-19,0.492619679166667,-1.66208333333333,7.73148148148148e-06,9.39726425e-05,66.0541666666667
"51",2014-02-20,0.779859095238095,-1.69777083333333,2.36805555555556e-05,5.20797975e-05,23.2979166666667
"52",2014-02-21,0.5015192,0.1721875,0.00010599537037037,2.06793525e-05,7.54166666666667
"53",2014-02-22,0.410329530692308,2.376375,1.56944444444444e-05,7.0550935e-05,31.2875
"54",2014-02-23,0.556530825,5.33379166666667,1.85185185185185e-07,8.4661615e-05,171.833333333333
"55",2014-02-24,0.610056967741936,6.81558333333333,0,7.71307e-05,234.220833333333
"56",2014-02-25,0.6430813855,2.83625,2.31481481481481e-08,7.8442675e-05,122.6375
"57",2014-02-26,0.693042584782609,1.23472916666667,0,3.2043215e-05,67.56875
"58",2014-02-27,0.374737495833333,1.31270833333333,6.48148148148148e-06,2.15777175e-05,22.5666666666667
"59",2014-02-28,0.535312716666667,1.65422916666667,1.57407407407407e-05,2.775284e-05,1.00208333333333
"60",2014-03-01,0.555636771875,0.996645833333333,2.61111111111111e-05,3.547305e-05,14.33125
"61",2014-03-02,0.7690837779375,0.7475,3.81712962962963e-05,4.3292965e-05,33.225
"62",2014-03-03,1.12962330708333,1.03952083333333,1.59722222222222e-06,8.143034e-05,5.49166666666667
"63",2014-03-04,1.29445668541667,2.369,1.38888888888889e-07,8.74303625e-05,58.40625
"64",2014-03-05,0.822498947916667,1.672625,4.16666666666667e-07,5.27648125e-05,98.9520833333333
"65",2014-03-06,2.09713574875,3.23385416666667,1.36574074074074e-06,0.0001676345775,127.441666666667
"66",2014-03-07,1.82735463333333,6.644375,1.4375e-05,0.000101650225,236.295833333333
"67",2014-03-08,1.69398499166667,6.04714583333333,6.25e-07,0.00025227881,413.329166666667
"68",2014-03-09,3.06762381333333,8.2609375,0,0.000207157495,430.397916666667
"69",2014-03-10,1.27777019130435,5.9841875,1.35416666666667e-05,9.1793795e-05,175.304166666667
"70",2014-03-11,2.64667854791667,4.90854166666667,0,0.0002566808325,420.56875
"71",2014-03-12,2.88986126875,7.41764583333333,0,0.0002492270125,542.114583333333
"72",2014-03-13,2.51837429375,7.03383333333333,0,0.00028155383,503.645833333333
"73",2014-03-14,2.62079347083333,5.47379166666667,7.49305555555556e-05,0.00020149658,436.145833333333
"74",2014-03-15,2.18766196520833,0.5846875,9.63657407407407e-05,0.00027132357,109.902083333333
"75",2014-03-16,1.42085695625,-1.458,1.38888888888889e-07,0.0002765861325,244.914583333333
"76",2014-03-17,1.49862380045833,-1.20589583333333,6.49537037037037e-05,0.0001533189625,42.5708333333333
"77",2014-03-18,0.855134463541667,-1.90275,2.22222222222222e-06,0.000137695325,50.6791666666667
"78",2014-03-19,0.410185359148936,-2.6895625,7.77777777777778e-05,9.2337625e-05,13.625
"79",2014-03-20,0.751416951041667,1.22102083333333,2.7337962962963e-05,4.999258e-05,20.7604166666667
"80",2014-03-21,3.06637035555556,7.65835416666667,6.94444444444444e-08,0.0003047756175,387.05
"81",2014-03-22,2.88055425531915,4.82839583333333,0,0.0002754482375,254.885416666667
